municipality,name,facility_type,address,neighborhood,cep,phone,email,opening_hours,categories,source
Rio Vermelho,CRAS Rio Vermelho,CRAS,"Rua João Antônio Carvalhais, 345",Centro,39170-000,(33) 34361576,cras.rv@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ritápolis,CRAS Gabirobinhas (Ritápolis),CRAS,Rua Miguel Arcanjo de Almeida,Cássia,36335-000,(32) 33012627,social@ritapolis.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rochedo de Minas,CRAS Rochedo de Minas,CRAS,"Rua Antonio Augusto de Souza Lima, 138",Centro,36604-000,(32) 24210316,social@rochedodeminas.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rodeiro,CRAS Rodeiro,CRAS,"Rua Armando de Almeida, 38",Rosário,36510-000,(32) 34350143,socialrodeiro@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Romaria,CRAS Romaria,CRAS,"Rua jOSÉ DELFINO BORGES, 95",Centro,38520-000,(34) 38080023,assistenciasocial@romaria.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rosário da Limeira,CRAS Geraldo Lucas de Freitas (Rosário da Limeira),CRAS,"Rua Antonio Fortunato Arena, 105",Vital,36878-000,(32) 37231414,assistenciasocial@rosariodalimeira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rubelita,CRAS Rubelita,CRAS,"Praça Major Avelino de Almeida, 42",Centro,39565-000,(38) 38431161,crasrubelita@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rubim,CRAS Rubim,CRAS,"Rua Princesa Isabel, 603",Ipê,39950-000,(33) 37461264,cras@rubim.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Fátima (Sabará),CRAS,"Rua Monte Carmelo, 421",Nossa Senhora de Fátima,34600-640,(31) 36732183,cras.fatima@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Alvorada (Sabará),CRAS,"Rua Campanha, 55",Alvorada,34700-040,(31) 34852972,cras.alvorada@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Borba Gato (Sabará),CRAS,"Rua Adair Siqueira de Queiroz, 8",Borba Gato,34730-030,(31) 36916402,cras.borbagato@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Castanheiras (Sabará),CRAS,"Rua Catarina de Freitas, 210",Castanheiras,34589-035,(31) 36714572,cras.castanheiras@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Centro (Sabará),CRAS,"Rua Comendador Vianna, 139",Centro,34505-340,(31) 36714402,cras.centro@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Estação Cidadania (Sabará),CRAS,"Rua Amazonas, 15",Vila Rica,34580-600,(31) 36751438,cras.estacaocidadania@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS General Carneiro (Sabará),CRAS,"Rua Heliodora, 256",N. Sra. da Conceição,34585-030,(31) 36729046,cras.generalcarneiro@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Ravena (Sabará),CRAS,"Largo do Rosário, 164",Ravena,34740-000,(31) 36723649,cras.ravena@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CRAS Roça Grande (Sabará),CRAS,"AV. Dr. Henrique de Melo, 245",Santo Antonio Roça Grande,34535-230,(31) 36745496,cras.rocagrande@sabara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabinópolis,CRAS Carlos Muniz (Sabinópolis),CRAS,"Avenida São Sebastião, 785",Centro,39750-000,(33) 99534309,cras@sabinopolis.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sacramento,CRAS Joao Xxiii (Sacramento),CRAS,"Rua Ribeiro Torquato da Silva, 250",Novo Alvorecer,38190-000,(34) 33514757,cras@sacramento.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Salinas,CRAS Casa das Familias (Salinas),CRAS,"Rua Basilio Santiago, 247",São Pedro,39560-000,(38) 38411161,crascasadasfamilias@salinas.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Salinas,CRAS Familias em Ação (Salinas),CRAS,"Rua Aguas Formosas, 134",Casa Blanca,39560-000,(38) 38411442,crasfamiliasemacao@salinas.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Salto da Divisa,CRAS Salto da Divisa,CRAS,"Rua Araçuaí, 129",Cansanção,39925-000,(33) 988643778,cras.saltodadivisa@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Bárbara,CRAS Santa Bárbara,CRAS,"Rua Costa Lacerda, 16",São Bernardo,35960-000,(31) 38321958,cras@santabarbara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Bárbara do Leste,CRAS Casa da Família (Santa Bárbara do Leste),CRAS,"Rua São Vicente, 227",Centro,35328-000,(33) 33261409,crasdesantabarbaradoleste@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Bárbara do Monte Verde,CRAS José Geraldo Duque (Santa Bárbara do Monte Verde),CRAS,"Rua Geraldo Magela de Paiva, 40",São Cristovão,36132-000,(32) 32838398,crassbmv@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Bárbara do Tugúrio,CRAS Santa Bárbara do Tugúrio,CRAS,"Rua São Luiz, 5",Sagrado Coração de Jesus,36215-000,(32) 33651326,assistenciasocial@santabarbaradotugurio.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Cruz de Minas,CRAS Lourival Ramos (Santa Cruz de Minas),CRAS,"Rua São Paulo, 96",Centro,36328-000,(32) 33723869,crassantacruzdeminas@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Cruz de Salinas,CRAS Santa Cruz de Salinas,CRAS,"Rua Euzebio Neres, 31",Centro,39563-000,(33) 37539028,assistenciasocial81@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Cruz do Escalvado,CRAS Santa Cruz do Escalvado,CRAS,"Rua Padre Antonio Pinto, 59",Santo Antonio,34384-000,(31) 38831282,smas@santacruzdoescalvado.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Efigênia de Minas,CRAS Santa Efigênia de Minas,CRAS,"Rua Rosa de Saron, 29",Centro,39725-000,(33) 988411214,crassantaefigenia48@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Fé de Minas,CRAS Santa Fé de Minas,CRAS,"Rua Rui da Silva Reis, 324",Centro,39295-000,(38) 998283008,crasjoaobentodesouza@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Helena de Minas,CRAS Santa Helena de Minas,CRAS,"Rua Sebastião da Rocha Sobrinho, 15",Planalto,39874-000,(33) 36269300,smassantahelena@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Juliana,CRAS Caminho da Cidadania (Santa Juliana),CRAS,"Rua Homero Rodrigues Machado, 79",Centro,38175-000,(34) 33548000,social@santajuliana.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Luzia,CRAS Bom Destino (Santa Luzia),CRAS,"Rua dos Ipês Brancos, 36",Bom Destino,33060-090,(31) 36912875,cras.bomdestino@santaluzia.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Luzia,CRAS Curumim (Santa Luzia),CRAS,"Rua Lúcia Viana Paiva, 21",Cristina a,33145-190,(31) 36415313,politica.dsocial@santaluzia.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Luzia,CRAS São Benedito (Santa Luzia),CRAS,"Avenida Brasilia, 560",São Benedito,33120-472,(31) 36363607,cras.cristina@santaluzia.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Luzia,CRAS Sede (Santa Luzia),CRAS,"Rua Jose Silvino Teixeira de Melo, 200",São Geraldo,33010-260,(31) 36377890,cras.sede@santaluzia.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Margarida,CRAS Santa Margarida,CRAS,Rua Silvino Barbosa,Centro,36913-000,(31) 38751752,crassantamargarida@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Margarida,CRAS Jose Higino de Oliveira (Santa Margarida),CRAS,"Rua Cesário Bento Pereira, 56",São Domingos,36915-000,(31) 38752197,crasribeiraodesaodomingos@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Maria de Itabira,CRAS Onofre Dias (Santa Maria de Itabira),CRAS,"Rua Nova Era, 45",Poção,35910-000,(31) 31913683,cras_smi@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Maria do Salto,CRAS Santa Maria do Salto,CRAS,"Rua José Dias Gonçalves, 92",Centro,39928-000,(33) 37271412,smscras@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Maria do Suaçuí,CRAS Santa Maria do Suaçuí,CRAS,"avenida rodrigo lacerda, 117",Centro,39780-000,(33) 998776798,cras@smsuacui.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita de Caldas,CRAS Santa Rita de Caldas,CRAS,"Praça 22 de Maio, 100",Centro,37775-000,(35) 37341043,crasprefeiturasrc@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita de Jacutinga,CRAS Santa Rita de Jacutinga,CRAS,"Rua Padre Machado, 206",Centro,36135-000,(32) 32911778,social@srjacutinga.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita de Minas,CRAS Casa da Família (Santa Rita de Minas),CRAS,"Rua Alvaro Correa de Faria, 80",Centro,35326-000,(33) 30381782,srmcras@outlook.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita de Ibitipoca,CRAS Santa Rita de Ibitipoca,CRAS,"Rua Santa Cecilia, 15",Centro,36235-000,(32) 33421178,cras.santaritadeibitipoca@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita do Itueto,CRAS Santa Rita do Itueto,CRAS,"Rua Hilarino Gomes, 205",Centro,35225-000,(33) 998411334,cras@santaritadoitueto.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita do Sapucaí,CRAS Santa Rita (Santa Rita do Sapucaí),CRAS,"Rua Francisco Moreira da Costa, 183",Centro,37536-068,(35) 34711249,crassantarita@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rosa da Serra,CRAS Familia Feliz (Santa Rosa da Serra),CRAS,"Rua Jose Ferreira de Souza, 120",Centro,38805-000,(34) 988620494,cras.santarosa@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Vitória,CRAS Geni Braga da Silva (Santa Vitória),CRAS,"Rua onze, 69",Dom Alexandre,38320-000,(34) 32510603,crasgenibragadasilva@santavitoria.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Vitória,CRAS João Pinheiro da Silva (Santa Vitória),CRAS,"Avenida Brasil, 854",Vila Rica,38320-000,(34) 32518718,crasvilarica@santavitoria.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana da Vargem,CRAS Casa das Famílias (Santana da Vargem),CRAS,"Rua Leda Vas Tostes, 344",Centro,37195-000,(35) 38581424,cras@santanadavargem.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana de Cataguases,CRAS Santana de Cataguases,CRAS,"Rua Cristóvão de Abreu, 180",Centro,36795-000,(32) 34251479,crassantanadecataguases@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana de Pirapama,CRAS Casa da Família (Santana de Pirapama),CRAS,"Rua Jose Martins Braga, 183",Sao Sebastiao,35785-000,(31) 37171370,social@santanadepirapama.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Deserto,CRAS Santana do Deserto,CRAS,"Rua Benicio Chaves, 125",Centro,36620-000,(32) 31124046,assistenciasocial@santanadodeserto.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Garambéu,CRAS Santana do Garambéu,CRAS,"Rua Francisco Mendes, 102",Centro,36146-000,(32) 991050308,crasgarambeu@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Jacaré,CRAS Santana do Jacaré,CRAS,"Rua Mandi, 12",Beira Rio,37278-000,(35) 38661303,crassantanadojacare@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Manhuaçu,CRAS Odete Baia (Santana do Manhuaçu),CRAS,"Praça Intendente José Domingos Pires, 161",Centro,36940-000,(33) 34630226,crassantana2021@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Paraíso,CRAS Santana do Paraíso,CRAS,"Rua Manoel Nero da Silva, 190",Industrial,35179-000,(31) 32517522,crast2@santanadoparaiso.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Paraíso,CRAS Santana do Paraíso - Josefino Anicio dos Reis,CRAS,"Avenida Minas Gerais, 584",Josefino Anicio dos Reis,35179-000,(31) 32517520,crast1@santanadoparaiso.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Riacho,CRAS Santana do Riacho,CRAS,"Praça Santo Antônio, 4",Centro,35845-000,(31) 37186104,cras@santanadoriacho.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana dos Montes,CRAS Santana dos Montes,CRAS,Rua Geraldo Pereira,São Joaquim,36430-000,(31) 37261127,cras@santanadosmontes.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Amparo,CRAS Casa das Famílias (Santo Antônio do Amparo),CRAS,"Avenida Santo Antônio, 261",Centro,37262-000,(35) 38632701,social@santoantoniodoamparo.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Aventureiro,CRAS Santo Antônio do Aventureiro,CRAS,"Rua Darcy Simplício Pacheco, 59",São Vicente,36670-000,(32) 32861293,cras@pmsaa.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Grama,CRAS Santo Antônio do Grama,CRAS,"Rua Santa Efigenia, 90",Centro,35388-000,(31) 38725060,crasgramasag@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Itambé,CRAS Santo Antônio do Itambé,CRAS,"Rua C, 47",Planalto,39160-000,(33) 34281429,crasitambe@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Jacinto,CRAS Santo Antônio do Jacinto,CRAS,"Rua Beira Rio, 186",Centro,39935-000,(33) 988176035,crassaja2017@yahoo.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Monte,CRAS Dom Bosco (Santo Antônio do Monte),CRAS,"Rua DR. Alvaro Brandão, 103",Dom Bosco,35560-000,(37) 32813287,crasdombosco@samonte.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Monte,CRAS São José (Santo Antônio do Monte),CRAS,"Rua Xará Brasil, 400",São José,35560-000,(37) 32031205,crassaojose@samonte.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Retiro,CRAS Retiro (Santo Antônio do Retiro),CRAS,"Rua Anisio Pardinho, 255",Santos Reis,39538-000,(38) 38248212,cras@santoantoniodoretiro.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Rio Abaixo,CRAS Santo Antônio do Rio Abaixo,CRAS,"Rua Mestra Josefina Augusta dos Santos, 136",Centro,35880-000,(31) 82126340,social@santoantoniodorioabaixo.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Hipólito,CRAS Santo Hipólito - Mg (Santo Hipólito),CRAS,"Rua Feliciano Sergio Fereira, 510",Planalto dos Coqueiros,39210-000,(38) 998934261,social@santohipolito.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santos Dumont,CRAS Cesário Dulci (Santos Dumont),CRAS,"Rua Juscelino Kubitschek, 20",Glória,36242-148,(32) 39340656,cras.cd@santosdumont.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santos Dumont,CRAS Edir Ramos de Faria (Santos Dumont),CRAS,"Rua Constantino Horta,, 2",Quarto Deposito,36246-320,(32) 39340604,cras.erf@santosdumont.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santos Dumont,CRAS Helio Reis (Santos Dumont),CRAS,"Rua Dr Gustavo Luiz Abry, 495",Nossa Senhora Aparecida,36244-118,(32) 39340605,cras.hr@santosdumont.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Bento Abade,CRAS São Bento Abade,CRAS,"Rua Delcides Ferreira, 317",Centro,37414-000,(35) 32361175,cras@saobentoabade.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Brás do Suaçuí,CRAS Alto dos Alecrins (São Brás do Suaçuí),CRAS,"Rua Dona Maria Joana, 91",Alto dos Alecrins,35495-000,(31) 37381566,social@saobrasdosuacui.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Domingos das Dores,CRAS São Domingos das Dores,CRAS,"Avenida João Barbosa dos Santos, 450",Centro,35335-000,(33) 998433895,crassdd@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Domingos do Prata,CRAS Casa da Família (São Domingos do Prata),CRAS,"Rua Gabriel Passos, 139",Centro,35995-000,(31) 38561579,crassdp@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Félix de Minas,CRAS São Félix de Minas,CRAS,"Rua Antero Jose Dias, 5",Centro,35275-000,(33) 32469075,cras@saofelixdeminas.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco,CRAS Aparecida (São Francisco),CRAS,"Rua Lucas Nascimento, 2260",Santo Antônio,39300-000,(38) 992310111,cras.00535@saofrancisco.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco,CRAS Sagrada Família (São Francisco),CRAS,"Rua Padre Peixoto, 1059",Sagrada Família,39300-000,(38) 992310113,cras.sagradafamilia@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco,CRAS Vila Vicentina (São Francisco),CRAS,"Rua Antõnio Ortiga, 1509",Bandeirantes,39300-000,(38) 992310075,cras.20542@saofrancisco.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco de Paula,CRAS São Francisco de Paula,CRAS,"Praça Deputado Jose Aldo dos Santos, 10",Centro,35543-000,(37) 33321097,cras@saofranciscodepaula.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco de Sales,CRAS São Francisco de Sales,CRAS,"Avenida Quatro, 2425",Centro,38260-000,(34) 34131486,cras@saofranciscodesales.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco do Glória,CRAS Roselvina Ricardo Laviola - D.rosinha (São Francisco do Glória),CRAS,"Rua Astrogilda Maria do Carmo, 38",Pinheiro,36810-000,(32) 999712885,cras2013@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Geraldo,CRAS São Geraldo,CRAS,"Rua 21 de abril, 19",Centro,36530-000,(32) 35561215,angelstampini@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Geraldo da Piedade,CRAS Agostinho Pedro da Silva (São Geraldo da Piedade),CRAS,"Praça Raul Soares, 140",Centro,39723-000,(33) 32381155,social@saogeraldodapiedade.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Geraldo do Baixio,CRAS Casa da Familia (São Geraldo do Baixio),CRAS,"Rua jose olimpio, 6",Centro,35258-000,(33) 998687624,cras@saogeraldodobaixio.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Abaeté,CRAS São Gonçalo do Abaeté,CRAS,"Rua Doze de Junho, 250",Centro,38790-000,(38) 35631600,social@saogoncalodoabaete.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Pará,CRAS Edgard Nogueira da Silva (São Gonçalo do Pará),CRAS,"Rua Augusto Gomes, 176",Centro,35544-000,(37) 32341640,cras@saogoncalodopara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Rio Abaixo,CRAS São Gonçalo do Rio Abaixo,CRAS,"Rua José Domingos, 56",Niteroi,35935-000,(31) 38201884,cras@saogoncalo.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Rio Preto,CRAS Rio Preto (São Gonçalo do Rio Preto),CRAS,"Rua Tininha Rocha, 182",Bom Jesus,39185-000,(38) 35461293,crasriopreto@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Sapucaí,CRAS São Gonçalo do Sapucaí,CRAS,"Rua Ildefonso Inacio Ramos, 45",Centro,37490-000,(35) 32411434,social@saogoncalodosapucai.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gotardo,CRAS São Gotardo,CRAS,"Rua Tabelião Antônio Melgaço, 45",Centro,38800-000,(34) 36718293,crassg2018@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gotardo,CRAS Guarda dos Ferreiros (São Gotardo),CRAS,"Rua Ibiá, 237",Guarda dos Ferreiros,38800-000,(34) 36717117,crasguardadosferreiros@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João Batista do Glória,CRAS Sebastião Antônio dos Santos (São João Batista do Glória),CRAS,"Rua Francisco Macedo, 30",Maria Rosa,37920-000,(35) 36490461,cras@gloria.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João da Lagoa,CRAS Comunidade Lagoense (São João da Lagoa),CRAS,"Rua São Jeronimo, 160",Centro,39355-000,(38) 32288276,craslagoense@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João da Mata,CRAS São João da Mata,CRAS,"Rua Maria José de Paiva, 644",Centro,37568-000,(35) 998450944,assistenciasocial@saojoaodamata.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João da Ponte,CRAS Familias Unidas (São João da Ponte),CRAS,"Rua 31 de dezembro, 244",Centro,39430-000,(38) 32341781,crassocialsjp@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João das Missões,CRAS Indigena Xakriabá (São João das Missões),CRAS,Outros Aldeia Sumaré I - Reserva Indigena Xacriaba,Zona Rural,39475-000,(38) 999863166,crassumare7@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João das Missões,CRAS São João das Missões,CRAS,"Rua Bruna Luz, 21",Centro,39470-000,(41) 991370431,crassaojoaodasmissoes@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João del Rei,CRAS Matosinhos (São João del Rei),CRAS,"Rua Herculano Veloso, 4",Matosinhos,36307-970,(08) 006781000,crasmatozinhos@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João del Rei,CRAS Sr. dos Montes/São Geraldo (São João del Rei),CRAS,"Rua Bastista de Andrade, 81",São Geraldo,36300-374,(08) 006781000,crassenhordosmontes@saojoaodelrei.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João del Rei,CRAS S.Sebastião da Vitória (Rural) (São João del Rei),CRAS,"Distrito José Lopes da Silva, 222",Distrito de São Sebastião da Vitória,36316-970,(08) 006781000,crasruralsjdr@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João del Rei,CRAS Tijuco (São João del Rei),CRAS,"Rua São João, 37",Tijuco,36309-346,(32) 33731447,crastijuco@saojoaodelrei.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Manhuaçu,CRAS Casa da Familia (São João do Manhuaçu),CRAS,"Rua Raimundo Mageste Vieira, 40",Centro,36918-000,(33) 33771244,cras.assistenciasjm@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Manteninha,CRAS São João do Manteninha,CRAS,"Avenida Reginaldo Alves dos Santos, 580",Centro,35277-000,(33) 32421398,smassaojoao@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Oriente,CRAS São João do Oriente,CRAS,"Rua Dom Silvério, 188",Centro,35146-000,(33) 91077607,crasdeoriente@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Pacuí,CRAS Maria de Lourdes Oliveira (São João do Pacuí),CRAS,"Rua Antonio Ramos Lafetá, 230",Cidade Nova,39365-000,(38) 32289120,cras@saojoaodopacui.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Paraíso,CRAS São Joãozinho (São João do Paraíso),CRAS,"Rua Angelo Pinheiro de Carvalho, 791",São Joãozinho,39540-000,(38) 933001890,crassjp2020@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Paraíso,CRAS Taboleiro Alto (São João do Paraíso),CRAS,"Rua Irineu Mendes Moutinho, 134",Tabuleiro Alto,39540-000,(38) 933001898,crastabuleiroalto@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João Evangelista,"CRAS Antônio Borges de Queiroz ""zinho Borges"" (São João Evangelista)",CRAS,"Rua Monsenhor Pinheiro, 279",Centro,39705-000,(33) 998694478,smas@sje.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
